1632993941.42 -0.0030275124021231403  0.001987313968152898  0.019873139681528977  0.002125752266330159  0.013325519626896515  0.13325519626896512  0.87868105859  0  0  0.0  0.0  0.0  0.000186  0.085  0.0  -0.00480754822402698  -0.009809906950821557  1  0 
1632993941.71 -0.0023646537235936247  0.0039809382734840425  6.310337178246431e-05  0.007877338068936184  0.046297228158400844  0.1964618890460781  0.87868105859  0  0  0.0  0.0  0.0  0.000186  0.085  0.0  -0.002370305888478276  -0.009719740487601748  1  0 
1632993941.75 -0.001602518206936541  0.0034638458657099223  -0.005234027449523667  0.020299537864731966  0.07409235171552724  0.0814893465251857  0.87868105859  0  0  0.0  0.0  0.0  0.000186  0.085  0.0  -0.0011337067105004974  0.013000542424510425  1  0 
1632993941.8 -0.00101784826080315  0.0023657602055333874  -0.00574682915224168  0.035283034320775106  0.06841880875707404  -0.13822477610971773  0.87868105859  0  0  6.268926197309179e-20  9.403389295963767e-19  9.403389295963765e-18  0.000186  0.085  0.0  -0.0005031051493833022  0.04766381847933569  1  0 
1632993941.84 -0.0006567256286880104  0.001260001985884486  -0.005310753044247334  0.0456728713571235  0.03283241564204961  -0.2176391550405265  0.87868105859  0  0  2.7225990126762055e-19  3.2254280062880126e-19  -1.5581350585639516e-17  0.000186  0.085  0.0  -0.00018104182574913764  0.06516679624414544  1  0 
1632993941.89 -0.0005123745013877311  0.00017633824215995046  -0.005525884392998022  0.047359695668733104  -0.01859855110590249  -0.29667051243899445  0.87868105859  0  0  1.8504613002971516e-19  -3.951571112622311e-19  8.40435146672919e-18  0.000186  0.085  0.0  -1.742139760724866e-05  0.07393245407060782  1  0 
1632993941.93 -0.0006003160666856671  -0.0011192115244891383  -0.007429613273492863  0.03658056851542026  -0.09482275384398814  -0.4655715149418619  0.87868105859  0  0  1.88387541687438e-19  2.507173856710774e-25  -4.45277784693302e-18  0.000186  0.085  0.0  6.515390844873288e-05  0.0782817786681782  1  0 
1632993941.98 -0.0009269728583143165  -0.0019184674981021772  -0.0005629464626375246  0.005836460471930628  -0.22495896147018202  -0.8357905613200768  0.87868105859  0  0  2.115479421110537e-19  7.926832896127662e-19  1.2379608235886825e-17  -0.0026882458180455984  -0.1149999999967433  7.995395379306701e-19  -0.0008765497804631498  0.08069816640265615  -1  -1 
1632993942.02 -0.0011738782227185256  0.00018964917640497186  0.021644113207709016  -0.04511854614053489  -0.23082812011461096  0.7770989748757869  0.87868105859  0  0  -8.72465127886444e-19  -1.908352345277668e-17  -2.1114167565978126e-16  -0.0026882458180455984  -0.1149999999967433  7.995395379306701e-19  -0.0031125400275702846  -0.1147232505108928  -1  -1 
1632993942.07 -0.0006984585093682097  0.004587586026673892  0.022335255294980174  -0.07826070400036628  -0.11318602515582764  0.3993219747120462  0.87868105859  0  0  -3.741521611179081e-18  1.624536722214194e-17  5.644305824089673e-16  -0.0026882458180455984  -0.1149999999967433  7.995395379306701e-19  -0.0026990258657877218  -0.11402794716635073  -1  -1 
