1635239910.9883845 -0.003027512408839099  0.0019873138674135183  0.01987313867413518  0.0021257520841267423  0.013325516893845266  0.13325516893845266  0.8786810636520386  0  0  0.0  0.0  0.0  0.00018600000475998968  0.08500000089406967  0.0  -0.004807548150765048  -0.009809904753790859  1  0 
1635239911.0018246 -0.002364653761326297  0.003980938110451474  6.310375624437453e-05  0.007877336677437879  0.04629721821813123  0.19646184430440697  0.8786810636520386  0  0  6.934119952466396e-20  1.0401179928699593e-18  1.0401179928699593e-17  0.00018600000475998968  0.08500000089406967  0.0  -0.0023703059606797372  -0.009719737972963497  1  0 
1635239911.0152373 -0.0016025182697660823  0.0034638457768758324  -0.005234027092000795  0.02029953431606386  0.07409234371268655  0.08148941064114634  0.8786810636520386  0  0  3.403485105368247e-19  9.447556865725308e-19  -1.1354802991673873e-17  0.00018600000475998968  0.08500000089406967  0.0  -0.0011337068026526427  0.01300053309093234  1  0 
1635239911.028636 -0.0010178483363086034  0.0023657601573106005  -0.005746829103651523  0.035283030176610386  0.06841880941871009  -0.13822475358091096  0.8786810636520386  0  0  3.2315251546237485e-19  -1.0119710000944226e-18  -8.21246387499566e-18  0.00018600000475998968  0.08500000089406967  0.0  -0.0005031052262756766  0.04766381238858956  1  0 
1635239911.0420315 -0.0006567257150376471  0.0012600019148082948  -0.0053107533213715315  0.045672867667547135  0.03283241888472206  -0.21763915175896925  0.8786810636520386  0  0  1.6782691408355783e-19  5.153043670061561e-19  2.3485217546001443e-17  0.00018600000475998968  0.08500000089406967  0.0  -0.00018104188453649174  0.06516679237293944  1  0 
1635239911.0558326 -0.0005123746098766506  0.0001763380799355111  -0.005525885027356305  0.047359692662336465  -0.01859854767170717  -0.29667051380532306  0.8786810636520386  0  0  4.2788423857040705e-19  5.217293786902815e-19  -2.342096742916019e-17  0.00018600000475998968  0.08500000089406967  0.0  -1.7421446425446518e-05  0.07393245133967163  1  0 
1635239911.0734074 -0.0006003162236146565  -0.0011192118632054784  -0.00742961440405359  0.036580566227444135  -0.0948227497994383  -0.46557150747198817  0.8786810636520386  0  0  3.4514029654738024e-19  5.747885519005484e-20  1.8778462194157918e-17  0.00018600000475998968  0.08500000089406967  0.0  6.515385661758771e-05  0.07828177595135541  1  0 
1635239911.087305 -0.0009269730990431489  -0.00191846796461107  -0.0005629466100023246  0.005836459353595662  -0.22495895276165162  -0.8357905221501447  0.8786810636520386  0  0  4.426947924902614e-19  -5.294864906526845e-19  -2.4648115652585305e-17  -0.0026882465463131666  -0.11500000208616257  4.1555165490645364e-19  -0.0008765500077020529  0.08069816220713102  -1  -1 
1635239911.101148 -0.0011738785408358288  0.00018964896333217287  0.02164411588943475  -0.045118545426876204  -0.2308281139687602  0.7770989100790584  0.8786810636520386  0  0  2.0777582271933473e-19  7.699770118590373e-34  2.9942980559112154e-17  -0.0026882465463131666  -0.11500000208616257  4.1555165490645364e-19  -0.0031125405970576954  -0.11472324439436926  -1  -1 
1635239911.1196744 -0.0006984588156588926  0.00458758636204622  0.02233525809770572  -0.07826070301806112  -0.11318602693815902  0.39932196022695343  0.8786810636520386  0  0  -1.3411443341341904e-19  -8.122651897902524e-18  -1.1116949953813738e-16  -0.0026882465463131666  -0.11500000208616257  4.1555165490645364e-19  -0.002699026434643079  -0.11402794509266219  -1  -1 
1635239911.138856 0.0007512417475864428  0.01033680991481702  0.03515697743000226  -0.09409733233166186  -0.05110958185038818  0.22144249065075486  0.8786810636520386  0  0  -4.573413222545925e-19  2.2513850417001173e-17  4.175345226871743e-16  -0.0026882465463131666  -0.11500000208616257  4.1555165490645364e-19  -0.0023977664402815594  -0.11393192185487917  -1  -1 
1635239911.1573808 0.003722538188738832  0.020380129044651578  0.06527621386834329  -0.10035616352697112  -0.013807553293938069  0.15157779491374618  0.8786810636520386  0  0  5.3280673818768954e-18  -2.2540747496672615e-23  -6.426732522646608e-16  -0.0026882465463131666  -0.11500000208616257  4.1555165490645364e-19  -0.002124248053158602  -0.11393297678495695  -1  -1 
1635239911.1753995 0.009506850374104432  0.039476803304346525  0.12569052872860617  -0.10007187363067868  0.016721675540888152  0.15371449343451601  0.8786810636520386  0  0  1.8592624624320525e-18  1.2235296516288441e-17  7.650264428350199e-16  -0.0026882465463131666  -0.11500000208616257  4.1555165490645364e-19  -0.0017512421309148103  -0.11384007083656807  -1  -1 
1635239911.1941626 0.020714677663887165  0.07659474986518724  0.245488936879801  -0.09315554727650714  0.05493009488734511  0.22836970003005358  0.8786810636520386  0  0  1.024178635010672e-17  2.4764620999041098e-17  -6.397331980074932e-16  -0.0026882465463131666  -0.11500000208616257  4.1555165490645364e-19  -0.0012737504882383913  -0.11361060649447906  -1  -1 
1635239911.2118955 0.0425314076656672  0.14951255660834592  0.48368913055178564  -0.07637397602420141  0.11902640900689022  0.41259344116539753  0.8786810636520386  0  0  9.278846295331654e-18  -2.301895883621083e-23  3.9208675782749385e-16  -0.0026882465463131666  -0.11500000208616257  4.1555165490645364e-19  -0.0007925963822607018  -0.11332994378557412  -1  -1 
1635239911.2295868 0.08528135509158734  0.2938551851169314  0.9597371545340694  -0.04173753262611091  0.24023448884103735  0.7994873571760737  0.8786810636520386  0  0  1.1892756482237203e-17  2.30587514785865e-23  -3.920862970503906e-16  0.23709633946418762  0.08500000089406967  1.8142150365347855e-17  -0.0006822395844959389  -0.11334756334780607  1  1 
1635239911.2432916 0.15054335592144255  0.2952459267605583  -0.9458297380978007  0.011633248281203849  0.24014400021003915  -0.8003922434860555  0.8786810636520386  0  0  9.278850519135474e-18  -5.858989822971029e-24  3.920860078729776e-16  0.23709633946418762  0.08500000089406967  1.8142150365347855e-17  0.23526126420946544  0.0833243296109866  1  1 
1635239911.2613268 0.19388535767674014  0.15422114661812736  -0.46441806332650837  0.0462322261209372  0.11873589152452753  -0.4136888433690607  0.8786810636520386  0  0  9.905629967093498e-18  -2.9806897349947737e-17  -6.901549227825567e-16  0.23709633946418762  0.08500000089406967  1.8142150365347855e-17  0.23548325348336158  0.08328630898663626  1  1 
1635239911.2792826 0.2171237709345335  0.08657571196329666  -0.21203628322179852  0.06292976784879081  0.054360227205655226  -0.23006779981966224  0.8786810636520386  0  0  5.808764675449277e-19  -1.1242015515077354e-17  8.758037411312604e-16  0.23709633946418762  0.08500000089406967  1.8142150365347855e-17  0.23611584706849423  0.08353692575476687  1  1 
1635239911.2973952 0.23119686919123297  0.05914867824607899  -0.062234053950378204  0.06968985419523131  0.015687620767263283  -0.1566582645642572  0.8786810636520386  0  0  6.518491224172225e-18  2.3967878266438087e-17  -5.23704803316106e-16  0.23709633946418762  0.08500000089406967  1.8142150365347855e-17  0.2367711693666149  0.0837217247902572  1  1 
1635239911.3152332 0.2425791363270942  0.05866005594079863  0.057347830897574587  0.06969416608196896  -0.015644736777036164  -0.15666531087873722  0.8786810636520386  0  0  5.408131301841094e-18  -1.2220675036232566e-17  1.6181927028939956e-16  0.23709633946418762  0.08500000089406967  1.8142150365347855e-17  0.23744249483359595  0.08372666781492576  1  1 
1635239911.3331707 0.2564392931508026  0.08484745738427098  0.20452618353714894  0.06294257801013037  -0.054317816435632923  -0.2300654857072303  0.8786810636520386  0  0  4.85750319103252e-18  1.3813965733122555e-24  -3.961250611310814e-17  0.23709633946418762  0.08500000089406967  1.8142150365347855e-17  0.23811989615843623  0.083549528641206  1  1 
1635239911.3509662 0.27914421479985485  0.15042629161352697  0.451262158755411  0.04625440816399733  -0.11868036625000652  -0.4135600124365057  0.8786810636520386  0  0  3.761013365509585e-18  -1.2486099534326379e-17  -8.524850304412137e-17  0.23709633946418762  0.08500000089406967  1.8142150365347855e-17  0.23872469251227896  0.08329695165142437  1  1 
1635239911.3690724 0.3213842334570389  0.2876214807551666  0.9206897326609854  0.011670636473032717  -0.24003984162080555  -0.8000347412714846  0.8786810636520386  0  0  1.5278753322035183e-18  -2.1126526082130443e-23  2.101092871221244e-16  0.4693513512611389  -0.11500000208616257  -1.2284948140767033e-17  0.23891811382522796  0.08332969635264653  -1  -1 
1635239911.3828928 0.38504700511799567  0.2876296401379188  -0.9206081388334623  -0.04167056944924261  -0.2400349314653703  0.8000838428258366  0.8786810636520386  0  0  3.776525852210528e-18  1.2718871340944859e-17  -8.292036244741513e-17  0.4693513512611389  -0.11500000208616257  -1.2284948140767033e-17  0.46750581639596817  -0.11333402735189466  -1  -1 
